seqname	dsDNAphage	NCLDV	RNA	ssDNA	lavidaviridae	max_score	max_score_group	length	hallmark	viral	cellular
S3C29278||full	0.893	1.000	0.180	0.880	1.000	1.000	NCLDV	3039	0	75.000	0.000
S3C29734||full	1.000	0.240	0.010	0.107	0.100	1.000	dsDNAphage	30899	10	71.100	2.200
S3C29964||full	0.780	0.760	0.670	0.567	0.760	0.780	dsDNAphage	4044	0	16.700	0.000
S3C30063||full	0.973	0.873	0.175	0.820	0.780	0.973	dsDNAphage	4638	0	70.000	0.000
S3C30192||full	0.933	0.853	0.600	0.967	0.980	0.980	lavidaviridae	5033	0	42.900	0.000
S3C30208||full	0.987	0.887	0.185	0.973	0.953	0.987	dsDNAphage	2301	1	100.000	0.000
S3C30370||full	0.987	0.627	0.270	0.800	0.893	0.987	dsDNAphage	8999	0	100.000	0.000
S3C30431||full	1.000	0.420	0.220	0.753	0.727	1.000	dsDNAphage	3637	2	100.000	0.000
S3C30451||full	0.987	0.687	0.230	0.633	0.713	0.987	dsDNAphage	2301	2	50.000	0.000
S3C30486||full	0.487	0.213	0.000	0.040	0.640	0.640	lavidaviridae	6272	0	57.100	14.300
S3C30544||full	0.987	0.433	0.410	0.980	0.907	0.987	dsDNAphage	2602	1	50.000	0.000
S3C30551||full	0.813	0.013	0.065	0.120	0.047	0.813	dsDNAphage	2623	0	22.200	11.100
S3C30584||full	0.867	0.187	0.420	0.873	0.747	0.873	ssDNA	2979	0	50.000	0.000
S3C30588||full	0.993	0.253	0.210	0.947	0.167	0.993	dsDNAphage	4574	5	55.600	0.000
S3C30755||full	1.000	0.973	0.100	0.387	0.913	1.000	dsDNAphage	23392	2	90.600	0.000
S3C30811||full	0.980	0.380	0.110	0.500	0.500	0.980	dsDNAphage	2281	1	66.700	0.000
S3C30948||full	0.027	0.507	0.005	0.000	0.013	0.507	NCLDV	3122	0	0.000	0.000
S3C30984||full	0.993	0.460	0.000	0.027	0.040	0.993	dsDNAphage	6093	4	62.500	25.000
S3C31081||full	0.953	0.733	0.100	0.913	0.227	0.953	dsDNAphage	2124	0	66.700	0.000
S3C31170||full	0.887	0.613	0.260	0.993	0.760	0.993	ssDNA	2115	0	60.000	0.000
S3C31245||full	0.867	0.827	0.175	0.727	0.900	0.900	lavidaviridae	2988	0	100.000	0.000
S3C31349||full	0.447	0.560	0.180	0.107	0.540	0.560	NCLDV	2375	0	33.300	0.000
S3C31354||full	0.800	0.553	0.140	0.013	0.500	0.800	dsDNAphage	6380	1	14.300	0.000
S3C31440||full	0.980	0.673	0.090	0.800	0.173	0.980	dsDNAphage	5226	0	90.900	0.000
S3C31677||full	0.580	0.673	0.640	0.973	0.940	0.973	ssDNA	2037	0	33.300	0.000
S3C31802||full	0.973	0.333	0.000	0.033	0.100	0.973	dsDNAphage	4152	3	66.700	33.300
S3C31963||full	0.613	0.280	0.265	0.580	0.947	0.947	lavidaviridae	2935	0	20.000	0.000
S3C32514||full	0.947	0.693	0.095	0.413	0.740	0.947	dsDNAphage	4641	0	90.900	0.000
S3C32555||full	0.967	0.160	0.330	0.333	0.200	0.967	dsDNAphage	2217	2	66.700	0.000
S3C32772||full	1.000	0.080	0.000	0.027	0.007	1.000	dsDNAphage	11655	10	86.700	13.300
S3C32917||full	0.993	0.240	0.090	0.920	0.140	0.993	dsDNAphage	3087	1	25.000	0.000
S3C33396||full	0.927	0.287	0.240	0.907	0.833	0.927	dsDNAphage	4211	0	50.000	0.000
S3C33707||full	1.000	0.820	0.200	0.687	0.667	1.000	dsDNAphage	3649	2	100.000	0.000
S3C33827||full	0.987	0.727	0.610	0.280	0.793	0.987	dsDNAphage	26430	3	42.200	0.000
S3C33898||full	0.700	0.127	0.540	0.847	0.620	0.847	ssDNA	3498	0	42.900	0.000
S3C34180||full	1.000	0.127	0.225	0.800	0.227	1.000	dsDNAphage	7766	6	75.000	0.000
S3C34249||full	0.073	0.847	0.020	0.013	0.167	0.847	NCLDV	5834	0	50.000	0.000
S3C34271||full	0.373	NaN	0.220	0.553	0.987	0.987	lavidaviridae	2903	0	33.300	0.000
S3C34352||full	0.080	0.587	0.005	0.000	0.120	0.587	NCLDV	7146	0	14.300	0.000
S3C34660||full	0.213	0.127	0.175	0.020	0.780	0.780	lavidaviridae	5653	0	25.000	0.000
S3C34859||full	0.667	0.747	0.085	0.360	0.833	0.833	lavidaviridae	4277	0	75.000	0.000
S3C34876||full	0.973	0.100	0.005	0.007	0.007	0.973	dsDNAphage	59228	6	58.100	2.900
S3C34889||full	0.787	0.747	0.100	0.113	0.593	0.787	dsDNAphage	5307	0	20.000	0.000
S3C35021||full	1.000	0.793	0.305	0.953	0.967	1.000	dsDNAphage	4760	4	100.000	0.000
S3C35193||full	0.927	0.687	0.380	0.987	0.873	0.987	ssDNA	2616	0	60.000	0.000
S3C35231||full	0.653	0.047	0.010	0.047	0.853	0.853	lavidaviridae	6681	0	30.000	10.000
S3C35337||full	1.000	0.260	0.095	0.240	0.240	1.000	dsDNAphage	19726	6	51.900	0.000
S3C35504||full	0.993	0.980	0.085	0.407	0.287	0.993	dsDNAphage	2416	1	80.000	0.000
S3C35605||full	0.807	0.187	0.440	0.927	0.780	0.927	ssDNA	4667	0	55.600	0.000
S3C35723||full	0.027	0.760	0.000	0.000	0.060	0.760	NCLDV	9891	0	10.000	0.000
S3C35766||full	0.307	0.087	0.840	0.080	0.080	0.840	RNA	3632	0	0.000	0.000
S3C35878||full	0.313	0.113	0.325	0.033	0.660	0.660	lavidaviridae	3612	0	33.300	0.000
S3C35992||full	0.980	0.833	0.245	0.967	0.753	0.980	dsDNAphage	3229	2	83.300	0.000
S3C36392||full	0.787	0.007	0.055	0.080	0.500	0.787	dsDNAphage	13913	0	35.300	5.900
S3C36568||full	0.687	0.480	0.455	0.673	0.673	0.687	dsDNAphage	5630	0	16.700	0.000
S3C36810||full	0.793	0.667	0.315	0.933	0.993	0.993	lavidaviridae	2611	0	66.700	0.000
S3C36955||full	0.967	0.447	0.515	0.967	0.913	0.967	dsDNAphage	2008	0	50.000	0.000
S3C37049||full	1.000	0.073	0.025	0.120	0.093	1.000	dsDNAphage	16038	8	95.700	4.300
S3C37084||full	1.000	0.700	0.200	0.920	0.807	1.000	dsDNAphage	2247	2	100.000	0.000
S3C37229||full	0.973	0.593	0.205	0.580	0.953	0.973	dsDNAphage	10445	0	90.900	0.000
S3C37596||full	0.993	0.693	0.215	0.947	0.953	0.993	dsDNAphage	4370	2	75.000	0.000
S3C37604||full	1.000	0.720	0.135	0.973	0.853	1.000	dsDNAphage	2058	2	100.000	0.000
S3C37658||full	0.500	0.000	0.025	0.000	0.007	0.500	dsDNAphage	2193	0	25.000	25.000
S3C37685||full	0.987	0.540	0.195	0.720	0.933	0.987	dsDNAphage	6649	0	100.000	0.000
S3C37894||full	0.753	0.140	0.375	0.660	0.560	0.753	dsDNAphage	1868	0	20.000	0.000
S3C38562||full	1.000	0.373	0.120	0.913	0.193	1.000	dsDNAphage	2726	2	100.000	0.000
S3C38700||full	0.960	0.293	0.220	0.853	0.433	0.960	dsDNAphage	2967	3	50.000	0.000
S3C38761||full	0.527	0.507	0.430	0.900	0.933	0.933	lavidaviridae	5776	0	33.300	0.000
S3C38819||full	0.880	0.560	0.255	0.587	0.807	0.880	dsDNAphage	16549	0	100.000	0.000
S3C38994||full	0.980	0.893	0.105	0.667	0.260	0.980	dsDNAphage	12403	0	94.400	0.000
S3C39026||full	0.813	0.787	0.220	0.787	0.973	0.973	lavidaviridae	3074	0	100.000	0.000
S3C39057||full	0.967	0.907	0.135	0.667	0.973	0.973	lavidaviridae	14799	0	100.000	0.000
S3C39235||full	0.133	0.847	0.010	0.000	0.027	0.847	NCLDV	2359	0	33.300	0.000
S3C39262||full	0.987	0.700	0.095	0.880	0.973	0.987	dsDNAphage	3498	0	60.000	0.000
S3C39428||full	0.267	0.953	0.105	0.060	0.287	0.953	NCLDV	2405	0	25.000	0.000
S3C39785||full	0.953	0.947	0.200	1.000	0.960	1.000	ssDNA	3085	0	100.000	0.000
S3C40002||full	0.987	0.120	0.010	0.033	0.033	0.987	dsDNAphage	4167	2	50.000	16.700
S3C40076||full	0.980	0.300	0.230	0.980	0.347	0.980	dsDNAphage	2036	0	80.000	0.000
S3C40093||full	1.000	0.220	0.105	0.680	0.580	1.000	dsDNAphage	4058	2	100.000	0.000
S3C40162||full	1.000	0.213	0.105	0.820	0.560	1.000	dsDNAphage	8967	5	100.000	0.000
S3C40273||full	0.720	0.247	0.045	0.040	0.020	0.720	dsDNAphage	4086	1	33.300	33.300
S3C40444||full	0.480	0.447	0.255	0.327	0.820	0.820	lavidaviridae	4990	0	66.700	0.000
S6C570||full	0.120	0.520	0.000	0.000	0.060	0.520	NCLDV	2331	0	33.300	33.300
S6C807||full	1.000	0.233	0.010	0.067	0.047	1.000	dsDNAphage	51868	11	55.700	1.400
S6C924||full	0.953	0.787	0.205	0.947	0.507	0.953	dsDNAphage	4412	0	66.700	0.000
S6C1098||full	0.980	0.713	0.055	0.627	0.380	0.980	dsDNAphage	3509	1	60.000	0.000
S6C2024||full	0.887	0.987	0.180	0.940	0.973	0.987	NCLDV	3576	0	80.000	0.000
S6C2162||full	0.907	0.800	0.030	0.113	0.067	0.907	dsDNAphage	3830	0	37.500	12.500
S6C2337||full	0.953	0.753	0.200	0.933	0.853	0.953	dsDNAphage	3619	0	83.300	0.000
S6C2349||full	0.987	0.560	0.235	0.667	0.293	0.987	dsDNAphage	4336	0	60.000	0.000
S6C3155||full	0.747	0.787	0.235	0.700	0.860	0.860	lavidaviridae	2950	0	25.000	0.000
S6C3435||full	0.973	0.527	0.190	0.420	0.100	0.973	dsDNAphage	2112	0	28.600	0.000
S6C3797||full	0.953	0.147	0.125	0.060	0.060	0.953	dsDNAphage	3199	2	25.000	0.000
S6C3965||full	1.000	0.600	0.140	0.873	0.247	1.000	dsDNAphage	2135	2	80.000	0.000
S6C4112||full	0.893	0.773	0.140	0.840	0.947	0.947	lavidaviridae	2749	0	80.000	0.000
S6C5057||full	0.993	0.687	0.230	0.987	0.320	0.993	dsDNAphage	2421	0	75.000	0.000
S6C5213||full	0.660	0.667	0.005	0.033	0.347	0.667	NCLDV	12482	0	56.200	12.500
S6C5352||full	0.947	0.700	0.180	0.880	0.867	0.947	dsDNAphage	4509	0	85.700	0.000
S6C5488||full	1.000	0.793	0.190	0.980	0.887	1.000	dsDNAphage	2378	2	100.000	0.000
S6C5680||full	0.993	0.600	0.205	0.827	0.980	0.993	dsDNAphage	3622	1	100.000	0.000
S6C6926||full	0.993	0.913	0.060	0.773	0.640	0.993	dsDNAphage	4104	3	100.000	0.000
S6C7122||full	0.960	0.460	0.650	0.807	0.947	0.960	dsDNAphage	9433	0	50.000	0.000
S6C7564||full	0.993	0.533	0.285	0.953	0.420	0.993	dsDNAphage	2188	3	60.000	0.000
S6C9250||full	0.987	0.593	0.000	0.067	0.120	0.987	dsDNAphage	7801	1	63.600	9.100
S6C9315||full	0.993	1.000	0.120	0.967	0.993	1.000	NCLDV	2613	0	100.000	0.000
S6C9412||full	0.873	0.820	0.225	0.767	0.980	0.980	lavidaviridae	18292	0	69.200	0.000
S6C9892||full	0.093	0.527	0.025	0.020	0.240	0.527	NCLDV	2012	0	0.000	33.300
S6C10342||full	0.740	0.353	0.625	0.973	0.940	0.973	ssDNA	2310	0	33.300	0.000
S6C10892||full	1.000	0.573	0.155	0.973	0.833	1.000	dsDNAphage	5047	1	100.000	0.000
S6C10931||full	0.733	0.893	0.400	0.933	0.993	0.993	lavidaviridae	2452	0	50.000	0.000
S6C11849||full	1.000	0.333	0.200	0.367	0.300	1.000	dsDNAphage	2057	2	100.000	0.000
S6C11870||full	0.973	0.753	0.355	1.000	0.773	1.000	ssDNA	2009	0	75.000	0.000
S6C12592||full	1.000	0.667	0.170	1.000	0.947	1.000	dsDNAphage	2905	1	100.000	0.000
S6C12632||full	0.993	0.987	0.195	1.000	0.987	1.000	ssDNA	2868	0	75.000	0.000
S6C13627||full	0.607	0.907	0.625	1.000	0.973	1.000	ssDNA	2002	0	50.000	0.000
S6C15899||full	1.000	0.900	0.210	0.853	0.760	1.000	dsDNAphage	5391	1	100.000	0.000
S6C15943||full	0.980	NaN	0.145	0.493	0.347	0.980	dsDNAphage	2005	0	60.000	0.000
S6C16851||full	1.000	0.240	0.015	0.387	0.300	1.000	dsDNAphage	27509	6	52.900	0.000
S6C17625||full	0.320	0.600	0.380	0.967	0.807	0.967	ssDNA	2516	1	66.700	0.000
S6C18671||full	0.933	0.413	0.270	0.160	0.140	0.933	dsDNAphage	3352	2	40.000	0.000
S6C18952||full	0.987	0.820	0.200	0.820	0.973	0.987	dsDNAphage	9834	1	66.700	0.000
S6C18955||full	0.393	0.533	0.200	0.107	0.380	0.533	NCLDV	2587	0	33.300	0.000
S6C19644||full	0.407	0.807	0.240	0.767	1.000	1.000	lavidaviridae	2285	0	66.700	0.000
S6C20054||full	0.320	0.873	0.390	0.967	0.947	0.967	ssDNA	1239	0	50.000	0.000
S6C20298||full	0.907	0.547	0.270	0.993	0.873	0.993	ssDNA	2032	0	100.000	0.000
S6C20444||full	0.893	0.340	0.135	1.000	0.893	1.000	ssDNA	2135	0	100.000	0.000
S6C20881||full	1.000	0.287	0.235	0.793	0.853	1.000	dsDNAphage	9234	1	53.800	0.000
S6C20920||0_partial	0.507	0.053	0.000	0.000	0.007	0.507	dsDNAphage	316103	4	16.400	33.100
S6C20920||1_partial	0.527	0.320	0.000	0.000	0.007	0.527	dsDNAphage	70712	1	18.500	41.500
S6C20920||2_partial	0.580	0.127	0.000	0.000	0.013	0.580	dsDNAphage	52041	1	25.000	36.500
S6C20934||full	0.987	NaN	0.235	0.380	0.447	0.987	dsDNAphage	3141	1	66.700	0.000
S6C21258||full	0.647	0.433	0.310	0.967	0.727	0.967	ssDNA	2970	0	100.000	0.000
S6C21364||full	1.000	0.360	0.260	0.987	0.327	1.000	dsDNAphage	2261	1	50.000	0.000
S6C21566||full	0.907	NaN	0.610	0.987	0.820	0.987	ssDNA	1736	0	25.000	0.000
S6C21657||full	0.953	0.000	0.030	0.000	0.027	0.953	dsDNAphage	2487	1	50.000	25.000
S6C22357||full	0.800	0.913	0.250	1.000	0.973	1.000	ssDNA	2501	0	100.000	0.000
S6C22381||full	0.673	0.280	0.675	0.953	0.827	0.953	ssDNA	4237	0	50.000	0.000
S6C22678||full	0.520	0.880	0.450	0.960	0.980	0.980	lavidaviridae	2164	0	66.700	0.000
S6C22871||full	0.953	0.893	0.230	0.833	0.827	0.953	dsDNAphage	2578	0	57.100	0.000
S6C22912||full	0.140	0.320	0.855	0.120	0.520	0.855	RNA	1995	0	0.000	0.000
S6C24341||full	0.940	0.567	0.315	0.880	0.927	0.940	dsDNAphage	2011	1	50.000	0.000
S6C24398||full	1.000	0.747	0.285	0.447	0.133	1.000	dsDNAphage	2770	1	42.900	0.000
S6C24616||full	0.993	0.867	0.085	0.227	0.847	0.993	dsDNAphage	97531	2	92.600	0.000
S6C24780||full	0.920	0.740	0.380	0.880	0.787	0.920	dsDNAphage	7479	0	53.800	0.000
S6C24865||full	0.447	0.853	0.585	0.880	0.953	0.953	lavidaviridae	2622	0	50.000	0.000
S6C24888||full	0.867	0.560	0.690	0.907	0.747	0.907	ssDNA	2870	0	20.000	0.000
S6C25523||full	0.593	0.387	0.025	0.080	0.240	0.593	dsDNAphage	3091	0	42.900	14.300
S6C26318||full	0.967	0.900	0.435	0.947	0.933	0.967	dsDNAphage	2829	2	50.000	0.000
S6C26581||full	0.973	0.900	0.315	0.900	0.453	0.973	dsDNAphage	3083	1	100.000	0.000
S6C26657||full	0.187	0.507	0.915	0.640	0.867	0.915	RNA	1114	0	0.000	0.000
S6C27013||full	0.960	0.960	0.140	0.840	0.913	0.960	dsDNAphage	2501	0	100.000	0.000
S6C27269||full	0.987	0.867	0.165	0.780	0.893	0.987	dsDNAphage	2472	0	100.000	0.000
S6C27565||full	0.513	0.893	0.580	0.933	0.953	0.953	lavidaviridae	1479	0	33.300	0.000
S8C2||full	0.847	NaN	0.160	0.880	0.640	0.880	ssDNA	1901	0	100.000	0.000
S8C307||full	1.000	0.173	0.180	1.000	0.267	1.000	dsDNAphage	2117	0	100.000	0.000
S8C715||full	0.793	0.047	0.000	0.000	0.000	0.793	dsDNAphage	253419	1	19.000	4.400
S8C1064||full	0.553	0.327	0.025	0.133	0.160	0.553	dsDNAphage	3435	0	80.000	20.000
S8C1105||full	1.000	0.613	0.180	0.860	0.953	1.000	dsDNAphage	4036	1	60.000	0.000
S8C1379||full	0.913	0.440	0.150	0.760	0.960	0.960	lavidaviridae	2155	0	100.000	0.000
S8C1383||full	1.000	0.087	0.015	0.060	0.040	1.000	dsDNAphage	39902	12	84.300	2.000
S8C1542||full	0.773	0.760	0.155	0.760	0.873	0.873	lavidaviridae	2210	0	100.000	0.000
S8C1556||full	0.893	0.573	0.785	0.320	0.953	0.953	lavidaviridae	6895	0	12.500	0.000
S8C1621||full	0.220	0.207	0.005	0.053	0.673	0.673	lavidaviridae	8141	0	20.000	10.000
S8C1630||full	1.000	0.667	0.295	0.927	0.987	1.000	dsDNAphage	3937	2	100.000	0.000
S8C1656||full	0.687	0.160	0.445	0.333	0.380	0.687	dsDNAphage	3663	0	25.000	0.000
S8C1800||full	0.793	NaN	0.635	0.993	0.220	0.993	ssDNA	1046	0	50.000	0.000
S8C2303||full	0.940	0.700	0.075	0.600	0.953	0.953	lavidaviridae	5653	0	83.300	0.000
S8C2446||full	0.933	0.907	0.055	0.540	0.747	0.933	dsDNAphage	11275	0	73.900	0.000
S8C2471||full	0.993	0.573	0.335	0.960	0.320	0.993	dsDNAphage	3090	1	50.000	0.000
S8C2610||full	0.060	0.560	0.005	0.007	0.013	0.560	NCLDV	3056	0	20.000	0.000
S8C2653||full	0.840	0.733	0.180	0.980	0.967	0.980	ssDNA	2038	0	75.000	0.000
S8C2697||full	0.127	0.607	0.010	0.000	0.000	0.607	NCLDV	4811	0	0.000	14.300
S8C2811||full	0.993	0.807	0.290	1.000	0.300	1.000	ssDNA	6655	0	100.000	0.000
S8C2965||full	0.793	0.920	0.175	0.807	1.000	1.000	lavidaviridae	3041	0	100.000	0.000
S8C3140||full	1.000	0.907	0.110	0.847	0.960	1.000	dsDNAphage	4545	2	87.500	0.000
S8C3251||full	0.907	0.953	0.150	0.833	1.000	1.000	lavidaviridae	2432	0	100.000	0.000
S8C3390||full	0.927	1.000	0.175	0.953	0.993	1.000	NCLDV	2941	0	100.000	0.000
S8C3597||full	0.973	0.820	0.155	0.873	0.940	0.973	dsDNAphage	3807	0	60.000	0.000
S8C3892||full	0.760	0.380	0.530	0.900	0.973	0.973	lavidaviridae	6561	0	27.300	0.000
S8C3911||full	0.780	0.000	0.000	0.027	0.007	0.780	dsDNAphage	3112	1	20.000	40.000
S8C4022||full	0.960	0.667	0.180	0.767	0.947	0.960	dsDNAphage	3757	0	100.000	0.000
S8C4240||full	0.840	0.673	0.105	0.820	0.580	0.840	dsDNAphage	3278	0	60.000	0.000
S8C4306||full	0.940	0.380	0.245	1.000	0.740	1.000	ssDNA	1996	0	100.000	0.000
S8C4706||full	0.327	0.613	0.025	0.053	0.147	0.613	NCLDV	2398	0	50.000	0.000
S8C5275||full	0.980	1.000	0.245	1.000	0.933	1.000	NCLDV	1052	0	100.000	0.000
S8C5391||full	0.993	0.780	0.205	0.627	0.887	0.993	dsDNAphage	6226	2	77.800	0.000
S8C5676||full	0.213	0.213	0.680	0.233	0.587	0.680	RNA	3293	0	0.000	0.000
S8C5749||full	0.853	0.187	0.290	0.993	0.860	0.993	ssDNA	2214	0	66.700	0.000
S8C5897||full	0.527	0.133	0.035	0.027	0.087	0.527	dsDNAphage	1949	0	66.700	33.300
S8C5980||full	0.440	0.787	0.000	0.120	0.433	0.787	NCLDV	5219	0	80.000	0.000
S8C6162||full	0.927	0.580	0.305	0.947	0.833	0.947	ssDNA	2478	0	100.000	0.000
S8C6676||full	1.000	0.753	0.270	0.933	1.000	1.000	dsDNAphage	3572	1	100.000	0.000
S8C6682||full	0.627	0.580	0.255	0.240	0.307	0.627	dsDNAphage	3914	0	75.000	0.000
S8C6807||full	0.713	0.080	0.005	0.027	0.047	0.713	dsDNAphage	2458	1	25.000	50.000
S8C6825||full	0.993	0.827	0.195	0.293	0.833	0.993	dsDNAphage	30105	2	93.300	0.000
S8C6857||full	0.913	0.873	0.205	0.733	0.893	0.913	dsDNAphage	4533	0	100.000	0.000
S8C7054||full	0.187	0.680	0.020	0.053	0.067	0.680	NCLDV	3766	0	33.300	0.000
S8C7475||full	0.887	0.967	0.060	0.420	0.787	0.967	NCLDV	16276	0	84.600	0.000
S8C7769||full	0.993	0.613	0.175	0.673	0.687	0.993	dsDNAphage	13171	6	68.000	0.000
S8C7824||full	1.000	0.520	0.250	1.000	0.560	1.000	dsDNAphage	1981	2	100.000	0.000
S8C8006||full	0.993	0.347	0.060	0.313	0.033	0.993	dsDNAphage	3365	5	77.800	11.100
S8C8171||0_partial	0.767	0.027	0.005	0.013	0.180	0.767	dsDNAphage	18388	1	25.000	35.000
S8C8377||full	0.053	0.613	0.880	0.013	0.553	0.880	RNA	2494	0	0.000	0.000
S8C8511||full	0.980	0.300	0.245	0.993	0.627	0.993	ssDNA	2169	0	100.000	0.000
S8C8733||full	0.640	0.620	0.190	0.273	0.700	0.700	lavidaviridae	2926	0	66.700	0.000
S8C8774||full	0.327	0.613	0.140	0.927	0.247	0.927	ssDNA	1487	0	50.000	0.000
S8C8965||full	0.260	NaN	0.170	0.067	0.573	0.573	lavidaviridae	2414	0	33.300	0.000
S8C9090||full	0.740	0.247	0.185	0.460	0.873	0.873	lavidaviridae	5211	0	80.000	0.000
S8C9412||full	0.900	0.007	0.030	0.060	0.067	0.900	dsDNAphage	2244	1	50.000	50.000
S8C9573||full	0.807	0.947	0.295	0.927	0.953	0.953	lavidaviridae	2673	0	100.000	0.000
S8C9680||full	0.200	0.187	0.950	0.007	0.113	0.950	RNA	2077	0	0.000	0.000
S8C9742||full	0.860	0.767	0.425	0.973	0.887	0.973	ssDNA	3106	0	28.600	0.000
S8C10032||full	0.973	0.480	0.225	1.000	0.433	1.000	ssDNA	2023	0	100.000	0.000
S8C10172||full	0.660	0.233	0.245	0.320	0.800	0.800	lavidaviridae	5214	0	75.000	0.000
S8C10302||full	0.587	0.833	0.360	0.573	0.953	0.953	lavidaviridae	5878	0	33.300	0.000
S8C10350||full	0.827	0.747	0.050	0.480	0.747	0.827	dsDNAphage	3147	0	28.600	0.000
S8C10931||full	0.427	0.247	0.005	0.020	0.587	0.587	lavidaviridae	12704	0	25.000	12.500
S8C11044||full	0.873	0.733	0.215	0.907	0.927	0.927	lavidaviridae	3392	0	100.000	0.000
S8C11225||full	1.000	0.433	0.145	0.407	0.747	1.000	dsDNAphage	11172	4	78.900	0.000
S8C11359||full	0.040	0.580	0.005	0.007	0.080	0.580	NCLDV	8556	0	33.300	16.700
S8C11657||full	0.420	0.247	0.710	0.567	0.680	0.710	RNA	3171	0	0.000	0.000
S8C11666||full	0.987	0.140	0.400	0.993	0.153	0.993	ssDNA	3991	0	25.000	0.000
S8C11715||full	0.647	0.513	0.975	0.700	0.813	0.975	RNA	1834	0	0.000	0.000
S8C11796||full	1.000	0.840	0.100	0.853	0.867	1.000	dsDNAphage	2258	0	75.000	0.000
S8C11883||full	0.920	0.393	0.185	0.673	0.660	0.920	dsDNAphage	4845	0	100.000	0.000
S8C11902||full	0.300	0.840	0.185	0.107	0.267	0.840	NCLDV	2294	0	33.300	0.000
S8C11960||full	0.880	0.987	0.200	0.713	0.753	0.987	NCLDV	3109	0	85.700	0.000
S8C12040||full	0.447	0.580	0.010	0.000	0.467	0.580	NCLDV	12516	0	45.500	9.100
S8C12070||full	0.347	0.587	0.015	0.053	0.513	0.587	NCLDV	22579	0	29.200	8.300
S8C12345||full	0.107	0.167	0.855	0.020	0.640	0.855	RNA	2795	0	0.000	0.000
S8C12767||full	0.967	0.867	0.150	0.893	0.967	0.967	dsDNAphage	4369	0	100.000	0.000
S8C12985||full	0.407	NaN	0.705	0.853	0.380	0.853	ssDNA	2049	0	50.000	0.000
S8C13369||full	0.527	0.460	0.360	0.020	0.540	0.540	lavidaviridae	7921	0	22.200	0.000
S8C13405||full	0.340	0.553	0.480	0.767	0.900	0.900	lavidaviridae	2514	0	50.000	0.000
S8C13432||full	0.853	0.560	0.455	0.847	0.713	0.853	dsDNAphage	3506	0	66.700	0.000
S8C13463||full	0.893	0.953	0.265	0.993	0.860	0.993	ssDNA	1965	0	100.000	0.000
S8C13631||full	0.240	0.213	0.900	0.040	0.487	0.900	RNA	2162	0	0.000	0.000
S8C13732||full	0.993	0.240	0.135	0.967	0.153	0.993	dsDNAphage	2870	1	83.300	0.000
S8C13935||full	0.973	0.900	0.175	0.680	0.980	0.980	lavidaviridae	24840	0	100.000	0.000
S8C13995||full	1.000	0.900	0.075	0.560	0.920	1.000	dsDNAphage	18421	1	48.500	0.000
S8C14064||full	0.853	0.900	0.210	0.847	1.000	1.000	lavidaviridae	3761	0	100.000	0.000
S8C14175||full	0.780	0.793	0.340	0.800	0.913	0.913	lavidaviridae	6597	0	100.000	0.000
S8C14298||full	0.993	0.807	0.230	0.700	0.800	0.993	dsDNAphage	5248	1	100.000	0.000
S8C14384||full	0.627	0.580	0.080	0.793	0.933	0.933	lavidaviridae	1817	0	25.000	0.000
S8C14401||full	0.987	0.693	0.190	0.747	0.940	0.987	dsDNAphage	9194	0	100.000	0.000
S8C14442||full	0.987	0.867	0.145	0.867	0.940	0.987	dsDNAphage	2398	0	85.700	0.000
S8C14539||full	0.987	0.607	0.095	0.967	0.273	0.987	dsDNAphage	937	0	100.000	0.000
S8C14683||full	1.000	0.933	0.125	0.467	0.927	1.000	dsDNAphage	83489	12	60.400	0.000
S8C15080||full	0.240	NaN	0.890	0.120	0.220	0.890	RNA	2299	0	0.000	0.000
S8C15280||full	0.693	0.593	0.860	0.967	0.787	0.967	ssDNA	2026	0	50.000	0.000
S8C15485||full	0.793	0.820	0.115	0.607	0.960	0.960	lavidaviridae	7037	0	100.000	0.000
S8C15545||full	0.980	0.033	0.005	0.000	0.127	0.980	dsDNAphage	2489	2	50.000	25.000
S8C15683||full	0.400	0.813	0.235	0.087	0.400	0.813	NCLDV	1672	0	50.000	0.000
S8C15747||full	0.053	0.873	0.020	0.000	0.013	0.873	NCLDV	6581	0	20.000	0.000
S8C15871||full	0.347	0.513	0.235	0.153	0.360	0.513	NCLDV	2410	0	33.300	0.000
S8C16026||full	0.153	0.080	0.090	0.013	0.533	0.533	lavidaviridae	4008	0	25.000	0.000
S8C16163||full	0.467	0.807	0.065	0.147	0.500	0.807	NCLDV	7382	0	40.000	0.000
S8C16234||full	0.087	0.713	0.000	0.000	0.033	0.713	NCLDV	8010	0	16.700	0.000
S8C16282||full	0.947	0.673	0.160	0.747	0.960	0.960	lavidaviridae	2158	0	100.000	0.000
S8C16318||full	0.120	0.200	0.725	0.007	0.173	0.725	RNA	2231	0	0.000	0.000
S8C16373||full	0.973	0.993	0.195	0.747	0.733	0.993	NCLDV	4609	0	100.000	0.000
S8C16478||full	0.547	0.960	0.385	1.000	0.773	1.000	ssDNA	1691	0	66.700	0.000
S8C16516||full	0.453	0.647	0.090	0.020	0.480	0.647	NCLDV	14553	0	16.700	0.000
S8C16759||full	0.733	0.493	0.320	0.927	0.800	0.927	ssDNA	2077	0	28.600	0.000
S8C16905||full	0.973	0.580	0.025	0.900	0.247	0.973	dsDNAphage	2570	0	57.100	0.000
S8C17312||full	1.000	0.700	0.070	0.527	0.760	1.000	dsDNAphage	15664	6	71.400	0.000
