name	prediction	score
S3C30282	Bacteria	0.38
S3C30301	Bacteria	0.2
S3C30302	Bacteria	0.2
S3C30324	Bacteria	0.21
S3C30370	Phage	0.94
S3C30381	Bacteria	0.13
S3C30429	Bacteria	0.42
S3C30431	Phage	0.76
S3C30438	Bacteria	0.49
S3C30447	Bacteria	0.37
S3C30451	Phage	0.94
S3C30462	Bacteria	0.19
S3C30478	Bacteria	0.47
S3C30486	Bacteria	0.36
S3C30544	Bacteria	0.35
S3C30551	Bacteria	0.33
S3C30580	Bacteria	0.49
S3C30584	Phage	0.98
S3C30588	Phage	0.59
S3C30742	Bacteria	0.18
S3C30755	Phage	0.91
S3C30804	Bacteria	0.2
S3C30805	Bacteria	0.46
S3C30811	Bacteria	0.32
S3C30830	Phage	0.63
S3C30847	Bacteria	0.29
S3C30870	Bacteria	0.33
S3C30896	Bacteria	0.13
S3C30926	Bacteria	0.19
S3C30948	Bacteria	0.15
S3C30957	Phage	0.7
S3C30959	Phage	0.93
S3C30978	Bacteria	0.31
S3C30984	Bacteria	0.32
S3C31001	Bacteria	0.29
S3C31014	Phage	0.89
S3C31018	Bacteria	0.28
S3C31026	Bacteria	0.09
S3C31033	Bacteria	0.44
S3C31035	Bacteria	0.48
S3C31048	Bacteria	0.21
S3C31081	Bacteria	0.3
S3C31090	Bacteria	0.25
S3C31128	Bacteria	0.36
S3C31136	Bacteria	0.23
S3C31170	Bacteria	0.32
S3C31202	Bacteria	0.26
S3C31208	Phage	0.53
S3C31209	Bacteria	0.32
S3C31245	Phage	0.92
S3C31249	Bacteria	0.19
S3C31265	Phage	0.62
S3C31266	Bacteria	0.38
S3C31289	Bacteria	0.25
S3C31341	Bacteria	0.41
S3C31349	Bacteria	0.12
S3C31354	Bacteria	0.26
S3C31362	Phage	0.58
S3C31405	Bacteria	0.29
S3C31431	Bacteria	0.16
S3C31440	Phage	0.83
S3C31486	Bacteria	0.16
S3C31492	Bacteria	0.32
S3C31534	Bacteria	0.23
S3C31586	Bacteria	0.19
S3C31600	Bacteria	0.2
S3C31633	Bacteria	0.21
S3C31677	Phage	0.76
S3C31682	Bacteria	0.23
S3C31712	Bacteria	0.24
S3C31715	Bacteria	0.22
S3C31733	Bacteria	0.43
S3C31746	Bacteria	0.28
S3C31802	Bacteria	0.43
S3C31885	Bacteria	0.31
S3C31897	Bacteria	0.21
S3C31917	Bacteria	0.17
S3C31930	Phage	0.63
S3C31961	Phage	0.52
S3C31963	Bacteria	0.44
S3C31973	Bacteria	0.31
S3C31988	Bacteria	0.28
S3C32029	Bacteria	0.22
S3C32046	Bacteria	0.17
S3C32096	Bacteria	0.11
S3C32333	Bacteria	0.32
S3C32367	Bacteria	0.34
S3C32416	Bacteria	0.15
S3C32460	Bacteria	0.07
S3C32470	Bacteria	0.27
S3C32514	Phage	0.9
S3C32527	Bacteria	0.28
S3C32555	Bacteria	0.19
S3C32575	Bacteria	0.22
S3C32599	Bacteria	0.15
S3C32602	Bacteria	0.46
S3C32606	Bacteria	0.27
S3C32626	Bacteria	0.17
S3C32639	Bacteria	0.21
S3C32677	Bacteria	0.25
S3C32740	Bacteria	0.18
S3C32753	Phage	0.65
S3C32772	Bacteria	0.17
S3C32818	Bacteria	0.19
S3C32820	Bacteria	0.15
S3C32910	Phage	0.74
S3C32917	Phage	0.73
S3C33007	Bacteria	0.43
S3C33072	Phage	0.6
S3C33088	Phage	0.53
S3C33133	Bacteria	0.26
S3C33154	Phage	0.62
S3C33172	Bacteria	0.27
S3C33173	Bacteria	0.32
S3C33278	Bacteria	0.2
S3C33313	Bacteria	0.14
S3C33396	Phage	0.58
S3C33414	Phage	0.55
S3C33452	Bacteria	0.16
S3C33458	Bacteria	0.16
S3C33483	Bacteria	0.29
S3C33496	Bacteria	0.13
S3C33518	Phage	0.93
S3C33522	Bacteria	0.18
S3C33559	Bacteria	0.26
S3C33593	Bacteria	0.15
S3C33608	Bacteria	0.17
S3C33609	Bacteria	0.31
S3C33630	Bacteria	0.35
S3C33707	Phage	0.93
S3C33709	Bacteria	0.09
S3C33827	Bacteria	0.37
S3C33898	Phage	0.96
S3C33934	Bacteria	0.18
S3C33959	Bacteria	0.27
S3C33999	Bacteria	0.33
S3C34014	Bacteria	0.12
S3C34054	Bacteria	0.27
S3C34089	Bacteria	0.26
S3C34104	Bacteria	0.17
S3C34161	Bacteria	0.15
S3C34176	Bacteria	0.15
S3C34180	Bacteria	0.27
S3C34185	Bacteria	0.49
S3C34188	Bacteria	0.19
S3C34204	Bacteria	0.09
S3C34228	Bacteria	0.37
S3C34249	Bacteria	0.19
S3C34271	Bacteria	0.26
S3C34279	Bacteria	0.16
S3C34284	Bacteria	0.19
S3C34317	Bacteria	0.26
S3C34340	Bacteria	0.45
S3C34352	Bacteria	0.34
S3C34387	Bacteria	0.25
S3C34395	Bacteria	0.41
S3C34400	Phage	0.68
S3C34411	Bacteria	0.14
S3C34450	Bacteria	0.27
S3C34490	Bacteria	0.07
S3C34519	Phage	0.52
S3C34573	Bacteria	0.14
S3C34577	Phage	0.55
S3C34588	Bacteria	0.36
S3C34660	Phage	0.66
S3C34662	Bacteria	0.4
S3C34719	Bacteria	0.21
S3C34730	Bacteria	0.37
S3C34812	Bacteria	0.18
S3C34859	Bacteria	0.17
S3C34862	Bacteria	0.43
S3C34876	Bacteria	0.36
S3C34877	Bacteria	0.41
S3C34889	Bacteria	0.49
S3C34919	Bacteria	0.14
S3C35016	Bacteria	0.39
S3C35021	Phage	0.94
S3C35079	Bacteria	0.17
S3C35191	Bacteria	0.28
S3C35193	Phage	0.96
S3C35194	Bacteria	0.36
S3C35207	Bacteria	0.35
S3C35231	Bacteria	0.34
S3C35272	Phage	0.61
S3C35278	Bacteria	0.39
S3C35281	Bacteria	0.23
S3C35337	Phage	0.82
S3C35363	Bacteria	0.12
S3C35390	Bacteria	0.19
S3C35476	Phage	0.75
S3C35490	Bacteria	0.13
S3C35504	Phage	0.8
S3C35530	Bacteria	0.18
S3C35605	Phage	0.97
S3C35613	Bacteria	0.35
S3C35628	Bacteria	0.27
S3C35641	Bacteria	0.09
S3C35645	Bacteria	0.17
S3C35684	Bacteria	0.13
S3C35691	Bacteria	0.23
S3C35719	Bacteria	0.39
S3C35723	Bacteria	0.47
S3C35766	Bacteria	0.35
S3C35779	Bacteria	0.1
S3C35794	Bacteria	0.25
S3C35841	Bacteria	0.27
S3C35864	Bacteria	0.46
S3C35876	Phage	0.53
S3C35878	Bacteria	0.13
S3C35915	Bacteria	0.25
S3C35917	Bacteria	0.14
S3C35926	Bacteria	0.27
S3C35931	Bacteria	0.45
S3C35950	Bacteria	0.2
S3C35992	Bacteria	0.38
S3C35999	Bacteria	0.15
S3C36053	Bacteria	0.22
S3C36054	Bacteria	0.19
S3C36076	Bacteria	0.33
S3C36093	Bacteria	0.16
S3C36095	Bacteria	0.13
S3C36101	Bacteria	0.15
S3C36111	Bacteria	0.18
S3C36129	Bacteria	0.29
S3C36157	Bacteria	0.23
S3C36174	Phage	0.61
S3C36207	Bacteria	0.12
S3C36227	Phage	0.84
S3C36245	Bacteria	0.4
S3C36251	Bacteria	0.32
S3C36290	Bacteria	0.29
S3C36352	Bacteria	0.39
S3C36392	Bacteria	0.3
S3C36545	Phage	0.6
S3C36557	Bacteria	0.2
S3C36568	Phage	0.94
S3C36624	Bacteria	0.32
S3C36752	Bacteria	0.05
S3C36810	Phage	0.91
S3C36835	Bacteria	0.36
S3C36882	Bacteria	0.11
S3C36955	Phage	0.9
S3C36995	Bacteria	0.35
S3C37030	Bacteria	0.24
S3C37047	Phage	0.94
S3C37049	Phage	0.7
S3C37058	Bacteria	0.13
S3C37084	Phage	0.95
S3C37138	Bacteria	0.28
S3C37199	Bacteria	0.29
S3C37227	Bacteria	0.22
S3C37229	Phage	0.93
S3C37249	Bacteria	0.33
S3C37264	Phage	0.58
S3C37275	Bacteria	0.27
S3C37356	Phage	0.7
S3C37390	Bacteria	0.2
S3C37393	Bacteria	0.13
S3C37413	Bacteria	0.26
S3C37424	Bacteria	0.16
S3C37481	Bacteria	0.15
S3C37491	Bacteria	0.26
S3C37596	Phage	0.67
S3C37604	Phage	0.99
S3C37623	Bacteria	0.48
S3C37630	Bacteria	0.3
S3C37639	Bacteria	0.26
S3C37658	Bacteria	0.06
S3C37685	Phage	0.93
S3C37733	Bacteria	0.18
S3C37781	Phage	0.54
S3C37791	Bacteria	0.25
S3C37821	Bacteria	0.27
S3C37828	Bacteria	0.27
S3C37891	Phage	0.73
S3C37894	Phage	0.94
S3C37898	Bacteria	0.47
S3C37925	Bacteria	0.13
S3C37980	Bacteria	0.22
S3C38047	Bacteria	0.46
S3C38138	Bacteria	0.4
S3C38192	Bacteria	0.3
S3C38205	Bacteria	0.17
S3C38231	Bacteria	0.38
S3C38238	Bacteria	0.24
S3C38266	Bacteria	0.1
S3C38288	Bacteria	0.3
S3C38294	Phage	0.78
S3C38301	Bacteria	0.28
S3C38352	Bacteria	0.12
S3C38370	Phage	0.94
S3C38422	Phage	0.78
S3C38466	Bacteria	0.15
S3C38469	Bacteria	0.16
S3C38498	Bacteria	0.24
S3C38520	Bacteria	0.13
S3C38526	Bacteria	0.27
S3C38549	Bacteria	0.5
S3C38562	Phage	0.56
S3C38639	Bacteria	0.23
S3C38647	Bacteria	0.45
S3C38700	Phage	0.95
S3C38741	Bacteria	0.19
S3C38761	Phage	0.85
S3C38815	Bacteria	0.37
S3C38819	Phage	0.93
S3C38889	Bacteria	0.2
S3C38895	Bacteria	0.23
S3C38912	Bacteria	0.38
S3C38914	Phage	0.57
S3C38936	Bacteria	0.43
S3C38994	Phage	0.85
S3C39022	Bacteria	0.23
S3C39026	Phage	0.92
S3C39056	Bacteria	0.28
S3C39057	Phage	0.91
S3C39108	Bacteria	0.2
S3C39138	Bacteria	0.11
S3C39139	Bacteria	0.29
S3C39181	Bacteria	0.25
S3C39195	Bacteria	0.15
S3C39235	Bacteria	0.08
S3C39258	Bacteria	0.31
S3C39262	Phage	0.95
S3C39277	Phage	0.52
S3C39286	Bacteria	0.09
S3C39300	Bacteria	0.31
S3C39314	Phage	0.84
S3C39326	Bacteria	0.28
S3C39349	Bacteria	0.1
S3C39379	Bacteria	0.3
S3C39409	Bacteria	0.24
S3C39428	Bacteria	0.28
S3C39471	Bacteria	0.49
S3C39476	Bacteria	0.44
S3C39517	Bacteria	0.28
S3C39529	Bacteria	0.45
S3C39554	Bacteria	0.23
S3C39671	Bacteria	0.14
S3C39785	Phage	0.93
S3C39826	Bacteria	0.3
S3C39857	Bacteria	0.16
S3C39876	Bacteria	0.34
S3C39881	Bacteria	0.36
S3C39928	Bacteria	0.26
S3C39949	Bacteria	0.49
S3C39971	Bacteria	0.44
S3C39975	Bacteria	0.22
S3C40002	Phage	0.86
S3C40003	Bacteria	0.11
S3C40006	Bacteria	0.16
S3C40062	Bacteria	0.13
S3C40076	Bacteria	0.23
S3C40093	Phage	0.65
S3C40094	Bacteria	0.21
S3C40126	Phage	0.65
S3C40162	Phage	0.51
S3C40173	Bacteria	0.43
S3C40228	Bacteria	0.28
S3C40236	Bacteria	0.44
S3C40273	Bacteria	0.26
S3C40312	Bacteria	0.23
S3C40313	Bacteria	0.44
S3C40317	Bacteria	0.34
S3C40327	Phage	0.54
S3C40347	Bacteria	0.33
S3C40349	Phage	0.51
S3C40365	Bacteria	0.43
S3C40394	Bacteria	0.46
S3C40432	Bacteria	0.26
S3C40444	Bacteria	0.25
S6C570	Bacteria	0.47
S6C586	Bacteria	0.38
S6C807	Phage	0.74
S6C924	Phage	0.88
S6C961	Phage	0.71
S6C1098	Phage	0.67
S6C1781	Phage	0.76
S6C2024	Phage	0.91
S6C2162	Bacteria	0.28
S6C2337	Phage	0.96
S6C2349	Bacteria	0.27
S6C2686	Phage	0.57
S6C2833	Bacteria	0.32
S6C3155	Bacteria	0.37
S6C3435	Phage	0.52
S6C3449	Bacteria	0.33
S6C3711	Bacteria	0.27
S6C3797	Phage	0.55
S6C3965	Phage	0.96
S6C4108	Bacteria	0.2
S6C4112	Phage	0.81
S6C4260	Phage	0.64
S6C5057	Bacteria	0.27
S6C5213	Phage	0.69
S6C5352	Phage	0.87
S6C5488	Phage	0.97
S6C5511	Phage	0.83
S6C5622	Bacteria	0.37
S6C5680	Bacteria	0.28
S6C5856	Phage	0.78
S6C6695	Phage	0.6
S6C6784	Phage	0.51
S6C6826	Bacteria	0.39
S6C6856	Bacteria	0.42
S6C6926	Phage	0.72
S6C7122	Phage	0.8
S6C7427	Phage	0.93
S6C7564	Phage	0.8
S6C7721	Phage	0.96
S6C7869	Phage	0.86
S6C8577	Phage	0.56
S6C8832	Bacteria	0.41
S6C9250	Bacteria	0.28
S6C9315	Bacteria	0.49
S6C9412	Phage	0.67
S6C9892	Phage	0.75
S6C10342	Bacteria	0.14
S6C10892	Phage	0.92
S6C10931	Phage	0.72
S6C11849	Phage	0.79
S6C11870	Phage	0.97
S6C12197	Phage	0.74
S6C12592	Phage	0.54
S6C12632	Phage	0.95
S6C12659	Phage	0.57
S6C12835	Phage	0.74
S6C13326	Bacteria	0.42
S6C13558	Phage	0.67
S6C13627	Bacteria	0.29
S6C14008	Phage	0.98
S6C14358	Phage	0.6
S6C14630	Bacteria	0.45
S6C14715	Bacteria	0.31
S6C14834	Bacteria	0.4
S6C15040	Phage	0.72
S6C15614	Phage	0.97
S6C15868	Bacteria	0.42
S6C15899	Phage	0.91
S6C15943	Bacteria	0.24
S6C16147	Phage	0.82
S6C16272	Phage	0.93
S6C16286	Phage	0.59
S6C16376	Bacteria	0.41
S6C16392	Phage	0.74
S6C16480	Phage	0.9
S6C16582	Phage	0.98
S6C16851	Phage	0.68
S6C17137	Bacteria	0.3
S6C17437	Phage	0.73
S6C17564	Phage	0.99
S6C17625	Phage	0.88
S6C17773	Bacteria	0.22
S6C18166	Bacteria	0.48
S6C18313	Phage	0.97
S6C18671	Bacteria	0.43
S6C18952	Phage	0.73
S6C18955	Phage	0.73
S6C19028	Phage	0.79
S6C19090	Bacteria	0.28
S6C19382	Bacteria	0.4
S6C19644	Phage	0.88
S6C20054	Phage	0.8
S6C20298	Phage	0.75
S6C20398	Phage	0.69
S6C20444	Phage	0.53
S6C20881	Phage	0.92
S6C20920	Bacteria	0.21
S6C20934	Phage	0.78
S6C20954	Phage	0.51
S6C21024	Phage	0.6
S6C21065	Bacteria	0.36
S6C21258	Phage	0.96
S6C21262	Bacteria	0.49
S6C21364	Bacteria	0.37
S6C21566	Bacteria	0.44
S6C21610	Bacteria	0.17
S6C21657	Bacteria	0.39
S6C22052	Phage	0.81
S6C22112	Phage	0.62
S6C22357	Phage	0.68
S6C22381	Phage	0.84
S6C22453	Phage	0.53
S6C22678	Phage	0.72
S6C22681	Bacteria	0.48
S6C22871	Phage	0.82
S6C22882	Phage	0.59
S6C22912	Phage	0.67
S6C22989	Phage	0.94
S6C23176	Bacteria	0.49
S6C23217	Phage	0.75
S6C23291	Bacteria	0.47
S6C23594	Phage	0.82
S6C23723	Bacteria	0.48
S6C24281	Phage	0.76
S6C24341	Bacteria	0.32
S6C24398	Bacteria	0.39
S6C24466	Bacteria	0.46
S6C24552	Bacteria	0.43
S6C24616	Phage	0.93
S6C24780	Phage	0.87
S6C24865	Phage	0.97
S6C24888	Phage	0.81
S6C25012	Bacteria	0.29
S6C25067	Bacteria	0.43
S6C25460	Phage	0.68
S6C25523	Phage	0.81
S6C26318	Phage	0.73
S6C26373	Bacteria	0.35
S6C26581	Phage	0.54
S6C26657	Phage	0.74
S6C26738	Bacteria	0.32
S6C26817	Bacteria	0.48
S6C26847	Phage	0.9
S6C27013	Phage	0.91
S6C27212	Bacteria	0.28
S6C27269	Phage	0.94
S6C27472	Phage	0.71
S6C27565	Phage	0.99
S6C27990	Bacteria	0.32
S8C2	Bacteria	0.29
S8C7	Bacteria	0.15
S8C8	Bacteria	0.46
S8C41	Bacteria	0.37
S8C52	Bacteria	0.32
S8C71	Bacteria	0.21
S8C90	Bacteria	0.09
S8C120	Bacteria	0.29
S8C168	Phage	0.59
S8C307	Bacteria	0.38
S8C357	Bacteria	0.27
S8C392	Bacteria	0.24
S8C427	Bacteria	0.18
S8C473	Bacteria	0.11
S8C527	Bacteria	0.17
S8C549	Bacteria	0.18
S8C559	Bacteria	0.1
S8C587	Bacteria	0.17
S8C594	Bacteria	0.33
S8C605	Bacteria	0.14
S8C625	Bacteria	0.24
S8C712	Bacteria	0.22
S8C715	Phage	0.66
S8C732	Bacteria	0.33
S8C754	Bacteria	0.16
S8C757	Phage	0.53
S8C814	Bacteria	0.36
S8C825	Bacteria	0.26
S8C926	Bacteria	0.21
S8C944	Bacteria	0.09
S8C1064	Bacteria	0.45
S8C1075	Bacteria	0.15
S8C1105	Phage	0.9
S8C1136	Bacteria	0.36
S8C1179	Phage	0.65
S8C1214	Bacteria	0.03
S8C1222	Bacteria	0.22
S8C1255	Bacteria	0.32
S8C1271	Bacteria	0.39
S8C1329	Bacteria	0.4
S8C1351	Bacteria	0.25
S8C1361	Bacteria	0.25
S8C1374	Bacteria	0.23
S8C1379	Phage	0.94
S8C1382	Bacteria	0.45
S8C1383	Bacteria	0.3
S8C1455	Phage	0.52
S8C1461	Bacteria	0.44
S8C1469	Phage	0.58
S8C1539	Phage	0.51
S8C1542	Phage	0.97
S8C1544	Phage	0.59
S8C1545	Bacteria	0.45
S8C1556	Bacteria	0.25
S8C1585	Bacteria	0.12
S8C1595	Bacteria	0.25
S8C1596	Bacteria	0.44
S8C1603	Bacteria	0.32
S8C1621	Bacteria	0.4
S8C1630	Phage	0.9
S8C1656	Bacteria	0.29
S8C1665	Bacteria	0.14
S8C1731	Bacteria	0.29
S8C1746	Bacteria	0.41
S8C1800	Bacteria	0.29
S8C1848	Bacteria	0.13
S8C1912	Phage	0.67
S8C2027	Bacteria	0.41
S8C2065	Bacteria	0.1
S8C2076	Bacteria	0.17
S8C2205	Phage	0.63
S8C2212	Phage	0.68
S8C2235	Bacteria	0.33
S8C2257	Phage	0.6
S8C2298	Bacteria	0.25
S8C2303	Phage	0.94
S8C2365	Bacteria	0.34
S8C2374	Bacteria	0.28
S8C2393	Bacteria	0.16
S8C2445	Bacteria	0.34
S8C2446	Phage	0.96
S8C2448	Bacteria	0.47
S8C2471	Phage	0.9
S8C2515	Bacteria	0.32
S8C2524	Bacteria	0.11
S8C2527	Phage	0.76
S8C2536	Bacteria	0.11
S8C2587	Bacteria	0.21
S8C2610	Bacteria	0.13
S8C2614	Bacteria	0.23
S8C2640	Bacteria	0.33
S8C2653	Phage	0.96
S8C2697	Bacteria	0.26
S8C2749	Bacteria	0.17
S8C2805	Bacteria	0.43
S8C2811	Bacteria	0.29
S8C2832	Bacteria	0.24
S8C2866	Phage	0.53
S8C2871	Bacteria	0.24
S8C2880	Phage	0.61
S8C2884	Bacteria	0.25
S8C2904	Bacteria	0.12
S8C2965	Phage	0.92
S8C3061	Bacteria	0.09
S8C3065	Bacteria	0.05
S8C3100	Bacteria	0.43
S8C3111	Bacteria	0.49
S8C3127	Bacteria	0.29
S8C3140	Phage	0.97
S8C3251	Phage	0.86
S8C3304	Bacteria	0.35
S8C3317	Bacteria	0.17
S8C3332	Bacteria	0.19
S8C3381	Bacteria	0.17
S8C3390	Phage	0.84
S8C3402	Bacteria	0.36
S8C3406	Phage	0.6
S8C3447	Phage	0.54
S8C3486	Bacteria	0.31
S8C3490	Bacteria	0.39
S8C3499	Bacteria	0.28
S8C3520	Phage	0.56
S8C3539	Bacteria	0.27
S8C3571	Phage	0.71
S8C3597	Phage	0.9
S8C3614	Bacteria	0.22
S8C3652	Bacteria	0.19
S8C3669	Bacteria	0.13
S8C3699	Phage	0.56
S8C3716	Bacteria	0.35
S8C3721	Bacteria	0.21
S8C3754	Bacteria	0.24
S8C3760	Bacteria	0.4
S8C3782	Bacteria	0.25
S8C3792	Bacteria	0.09
S8C3804	Bacteria	0.35
S8C3864	Bacteria	0.07
S8C3892	Phage	0.88
S8C3911	Bacteria	0.06
S8C3962	Bacteria	0.2
S8C4005	Bacteria	0.2
S8C4022	Phage	0.95
S8C4023	Bacteria	0.35
S8C4042	Bacteria	0.13
S8C4083	Bacteria	0.21
S8C4102	Bacteria	0.27
S8C4133	Bacteria	0.11
S8C4172	Bacteria	0.18
S8C4228	Bacteria	0.2
S8C4240	Bacteria	0.39
S8C4293	Bacteria	0.06
S8C4306	Bacteria	0.2
S8C4350	Bacteria	0.15
S8C4358	Bacteria	0.2
S8C4385	Bacteria	0.43
S8C4416	Phage	0.51
S8C4569	Phage	0.56
S8C4639	Bacteria	0.09
S8C4694	Bacteria	0.1
S8C4706	Bacteria	0.19
S8C4781	Bacteria	0.3
S8C4809	Bacteria	0.26
S8C4819	Bacteria	0.46
S8C4884	Bacteria	0.14
S8C5022	Bacteria	0.38
S8C5075	Bacteria	0.34
S8C5082	Bacteria	0.24
S8C5090	Bacteria	0.43
S8C5095	Bacteria	0.29
S8C5148	Bacteria	0.43
S8C5152	Phage	0.51
S8C5155	Bacteria	0.42
S8C5174	Phage	0.61
S8C5184	Bacteria	0.21
S8C5207	Bacteria	0.43
S8C5237	Bacteria	0.38
S8C5249	Bacteria	0.17
S8C5264	Bacteria	0.11
S8C5275	Phage	0.85
S8C5304	Phage	0.61
S8C5391	Phage	0.96
S8C5422	Bacteria	0.27
S8C5427	Bacteria	0.11
S8C5519	Bacteria	0.35
S8C5538	Phage	0.59
S8C5564	Bacteria	0.36
S8C5577	Bacteria	0.11
S8C5657	Phage	0.58
S8C5676	Bacteria	0.11
S8C5706	Bacteria	0.28
S8C5718	Bacteria	0.24
S8C5738	Bacteria	0.11
S8C5749	Bacteria	0.33
S8C5767	Bacteria	0.36
S8C5770	Phage	0.51
S8C5794	Phage	0.52
S8C5799	Bacteria	0.11
S8C5892	Bacteria	0.04
S8C5897	Bacteria	0.25
S8C5911	Bacteria	0.48
S8C5972	Bacteria	0.24
S8C5976	Phage	0.69
S8C5980	Bacteria	0.15
S8C6077	Bacteria	0.31
S8C6090	Phage	0.51
S8C6105	Bacteria	0.09
S8C6131	Bacteria	0.34
S8C6135	Bacteria	0.29
S8C6151	Bacteria	0.23
S8C6162	Bacteria	0.46
S8C6167	Bacteria	0.24
S8C6175	Phage	0.94
S8C6216	Bacteria	0.11
S8C6221	Bacteria	0.34
S8C6268	Bacteria	0.07
S8C6295	Bacteria	0.18
S8C6298	Phage	0.68
S8C6308	Phage	0.52
S8C6341	Bacteria	0.3
S8C6380	Bacteria	0.37
S8C6383	Phage	0.99
S8C6394	Bacteria	0.18
S8C6401	Bacteria	0.28
S8C6420	Bacteria	0.14
S8C6477	Phage	0.72
S8C6481	Bacteria	0.07
S8C6483	Bacteria	0.3
S8C6489	Bacteria	0.39
S8C6519	Bacteria	0.26
S8C6587	Bacteria	0.25
S8C6614	Bacteria	0.1
S8C6661	Phage	0.77
S8C6676	Phage	0.96
S8C6682	Phage	0.6
S8C6712	Bacteria	0.03
S8C6721	Bacteria	0.29
S8C6726	Bacteria	0.2
S8C6748	Bacteria	0.19
S8C6766	Phage	0.95
S8C6771	Phage	0.59
S8C6807	Bacteria	0.47
S8C6814	Bacteria	0.23
S8C6825	Phage	0.93
S8C6857	Phage	0.97
S8C6869	Bacteria	0.49
S8C6875	Bacteria	0.47
S8C6904	Phage	0.64
S8C6908	Phage	0.6
S8C6920	Phage	0.61
S8C6926	Bacteria	0.17
S8C6957	Bacteria	0.39
S8C6971	Bacteria	0.23
S8C7028	Bacteria	0.2
S8C7033	Bacteria	0.28
S8C7037	Bacteria	0.11
S8C7054	Bacteria	0.11
S8C7064	Bacteria	0.18
S8C7095	Phage	0.63
S8C7180	Phage	0.67
S8C7189	Bacteria	0.34
S8C7207	Phage	0.55
S8C7211	Bacteria	0.37
S8C7228	Bacteria	0.13
S8C7250	Bacteria	0.18
S8C7289	Bacteria	0.27
S8C7302	Phage	0.56
S8C7328	Phage	0.97
S8C7337	Bacteria	0.15
S8C7338	Bacteria	0.38
S8C7356	Bacteria	0.37
S8C7358	Bacteria	0.2
S8C7397	Bacteria	0.17
S8C7399	Bacteria	0.19
S8C7433	Phage	0.59
S8C7459	Bacteria	0.21
S8C7475	Phage	0.94
S8C7478	Bacteria	0.37
S8C7486	Bacteria	0.07
S8C7516	Bacteria	0.31
S8C7517	Bacteria	0.2
S8C7518	Bacteria	0.29
S8C7552	Bacteria	0.13
S8C7563	Bacteria	0.14
S8C7605	Bacteria	0.19
S8C7700	Bacteria	0.22
S8C7715	Phage	0.61
S8C7723	Bacteria	0.14
S8C7741	Bacteria	0.3
S8C7748	Bacteria	0.34
S8C7753	Bacteria	0.46
S8C7757	Bacteria	0.34
S8C7762	Bacteria	0.47
S8C7769	Phage	0.98
S8C7770	Bacteria	0.32
S8C7787	Bacteria	0.33
S8C7788	Bacteria	0.44
S8C7824	Bacteria	0.14
S8C7828	Phage	0.7
S8C7928	Bacteria	0.41
S8C7976	Bacteria	0.38
S8C7978	Bacteria	0.14
S8C8006	Bacteria	0.11
S8C8009	Bacteria	0.48
S8C8016	Bacteria	0.34
S8C8020	Bacteria	0.18
S8C8024	Bacteria	0.25
S8C8171	Bacteria	0.27
S8C8176	Bacteria	0.37
S8C8182	Bacteria	0.09
S8C8227	Bacteria	0.35
S8C8232	Bacteria	0.28
S8C8337	Phage	0.58
S8C8377	Phage	0.76
S8C8440	Phage	0.57
S8C8444	Bacteria	0.06
S8C8477	Bacteria	0.31
S8C8499	Bacteria	0.19
S8C8511	Bacteria	0.36
S8C8518	Bacteria	0.09
S8C8536	Phage	0.58
S8C8567	Bacteria	0.2
S8C8576	Bacteria	0.27
S8C8657	Bacteria	0.25
S8C8680	Bacteria	0.25
S8C8733	Phage	0.67
S8C8767	Bacteria	0.22
S8C8774	Bacteria	0.36
S8C8788	Bacteria	0.39
S8C8806	Bacteria	0.07
S8C8812	Bacteria	0.27
S8C8825	Bacteria	0.12
S8C8882	Bacteria	0.05
S8C8894	Phage	0.71
S8C8916	Bacteria	0.07
S8C8919	Bacteria	0.21
S8C8921	Bacteria	0.31
S8C8935	Bacteria	0.27
S8C8946	Bacteria	0.05
S8C8965	Bacteria	0.35
S8C8972	Bacteria	0.15
S8C8975	Bacteria	0.18
S8C8985	Phage	0.53
S8C8998	Bacteria	0.17
S8C9077	Bacteria	0.1
S8C9084	Bacteria	0.17
S8C9089	Phage	0.97
S8C9090	Phage	0.92
S8C9110	Bacteria	0.06
S8C9115	Bacteria	0.1
S8C9116	Bacteria	0.26
S8C9129	Bacteria	0.25
S8C9169	Phage	0.88
S8C9179	Bacteria	0.25
S8C9240	Bacteria	0.07
S8C9253	Phage	0.53
S8C9256	Phage	0.55
S8C9360	Bacteria	0.16
S8C9364	Bacteria	0.38
S8C9412	Bacteria	0.29
S8C9461	Bacteria	0.09
S8C9471	Phage	0.56
S8C9479	Bacteria	0.33
S8C9508	Phage	0.85
S8C9533	Bacteria	0.37
S8C9573	Phage	0.93
S8C9576	Bacteria	0.27
S8C9632	Bacteria	0.46
S8C9638	Phage	0.54
S8C9680	Bacteria	0.36
S8C9742	Phage	0.9
S8C9765	Bacteria	0.09
S8C9793	Phage	0.64
S8C9817	Phage	0.58
S8C9963	Bacteria	0.24
S8C9995	Bacteria	0.1
S8C10024	Bacteria	0.36
S8C10032	Bacteria	0.37
S8C10065	Bacteria	0.44
S8C10107	Bacteria	0.38
S8C10172	Bacteria	0.14
S8C10182	Bacteria	0.14
S8C10199	Phage	0.58
S8C10209	Bacteria	0.22
S8C10218	Bacteria	0.11
S8C10241	Bacteria	0.09
S8C10302	Bacteria	0.15
S8C10320	Phage	0.53
S8C10341	Bacteria	0.35
S8C10350	Phage	0.88
S8C10369	Bacteria	0.41
